idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
11678,PA,PA,42,18436, 7,1,0,2,Y, , 3, 1, 43,2115,2000,041188,041388,    13.1,     4.0,   341.685476,0,0,127,WAYNE               
11679,PA,PA,42,18436, 7,1,0,4,Y, , 2, 1, 45,2300,2300,110188,110188,     4.9,    12.2,   351.824033,0,0,127,WAYNE               
11680,PA,PA,42,18436, 7,1,1,2,N, , 5, 1, 45,1630,1700,110188,110188,     0.2,     0.0,   322.107610,0,0,127,WAYNE               
11681,PA,PA,42,18436, 7,1,0,5,Y, , 5, 1, 50,1635,1635,110188,110188,     1.1,    31.0,   322.107610,0,0,127,WAYNE               
11682,PA,PA,42,18436, 7,1,0,4,Y, , 3, 1, 75,0700,0700,120288,121088,     0.9,    37.9,   341.685476,0,0,127,WAYNE               
11683,PA,PA,42,18436, 7,1,0,0,Y, , 2, 1, 94,1100,1100,020289,020289,     1.2,    15.4,   351.824033,0,0,127,WAYNE               
11684,PA,PA,42,18436, 7,1,0,4,Y, , 4, 1, 95,1713,1812,020289,020289,     1.0,    17.0,   315.784979,0,0,127,WAYNE               
11685,PA,PA,42,18436, 7,1,1,1,Y, , 1, 1, 98,1500,0300,020289,020289,     0.2,     0.0,   320.467792,0,0,127,WAYNE               
11686,PA,PA,42,18436, 7,1,0,4,Y, , 1, 1, 97,1015,1215,021589,021789,     0.9,    26.4,   320.467792,0,0,127,WAYNE               
11687,PA,PA,42,18436, 7,1,1,7,N, , 4, 1,107,0800,0805,022789,030389,     0.4,     0.0,   315.784979,0,0,127,WAYNE               
11688,PA,PA,42,18436, 7,1,0,4,Y, , 5, 1,115,0945,0945,022889,030389,     3.1,    10.0,   322.107610,0,0,127,WAYNE               
11689,PA,PA,42,18436, 7,1,0,2,Y, , 3, 1,132,1530,1530,031989,032189,     1.3,    27.7,   341.685476,0,0,127,WAYNE               
11690,PA,PA,42,18438, 7,1,0,4,Y, , 4, 1,118,1500,1500,022889,030389,     2.2,    11.8,   315.784979,0,0,127,WAYNE               
11691,PA,PA,42,18445, 7,1,0,4,Y, , 5, 1, 46,1630,1630,111188,111388,     1.2,    17.5,   322.107610,0,0,127,WAYNE               
11692,PA,PA,42,18463, 7,1,0,4,Y, , 3, 1,117,1900,1900,030389,030389,    22.8,     2.7,   341.685476,0,0,127,WAYNE               
11693,PA,PA,42,18472, 7,5,0,7,Y, , 3, 1, 26,0800,0800,022788,022988,     0.7,    24.0,   341.685476,0,0,127,WAYNE               
11694,PA,PA,42,18472, 7,1,1,1,N, , 4, 1,122,1245,1245,031289,031489,     0.3,     0.0,   315.784979,0,0,127,WAYNE               
11695,PA,PA,42,18473, 7,1,0,4,Y, , 5, 1, 73,0815,1615,021589,021789,     0.1,     0.0,   322.107610,0,0,127,WAYNE               
11696,PA,PA,42,19087, 7,1,0,2,Y, , 5, 5, 94,0800,0800,020289,020289,     1.5,    14.3,  2133.424612,0,0,127,WAYNE               
11697,PA,PA,42,15068, 5,0,9,0, , , 3, 4, 38,2300,1400,033188,040488,     3.4,     9.8,   993.154644,0,0,129,WESTMORELAND        
11698,PA,PA,42,15068, 5,1,0,2,Y, , 1, 4, 44,2130,2130,111088,111288,     1.9,    15.4,  1122.880236,0,0,129,WESTMORELAND        
11699,PA,PA,42,15068, 5,1,0,4,Y, , 2, 4, 53,1314,1300,112888,120288,     9.8,     5.2,  1074.013631,0,0,129,WESTMORELAND        
11700,PA,PA,42,15068, 5,1,0,4,Y, , 5, 4, 67,1800,1930,112988,120288,     2.1,    11.7,  1060.541589,0,0,129,WESTMORELAND        
11701,PA,PA,42,15068, 5,0,0,0, , , 1, 4,131,1500,2330,032889,033089,     1.4,    16.6,  1122.880236,0,0,129,WESTMORELAND        
11702,PA,PA,42,15085, 5,1,0,2,Y, , 4, 4, 26,1740,1755,022988,030388,     0.8,    34.5,  1065.307090,0,0,129,WESTMORELAND        
11703,PA,PA,42,15085, 5,1,0,4,Y, , 2, 4, 25,1236,1236,031388,031588,     1.7,    11.3,  1074.013631,0,0,129,WESTMORELAND        
11704,PA,PA,42,15087, 5,1,0,4,Y, , 3, 4,102,1658,2245,020289,021189,     1.9,    14.2,   993.154644,0,0,129,WESTMORELAND        
11705,PA,PA,42,15601, 5,1,0,4,Y, , 4, 4, 33,0900,1000,031688,031988,     0.9,    29.9,  1065.307090,0,0,129,WESTMORELAND        
11706,PA,PA,42,15601, 5,1,0,7,Y, , 2, 4, 40,0655,0700,032988,033188,     1.1,    24.6,  1074.013631,0,0,129,WESTMORELAND        
11707,PA,PA,42,15601, 5,1,0,2,Y, , 3, 4, 45,1600,1600,110188,110188,     6.0,     8.8,   993.154644,0,0,129,WESTMORELAND        
11708,PA,PA,42,15601, 5,1,0,4,Y, , 1, 4, 49,0930,0930,111688,111888,     6.8,     4.6,  1122.880236,0,0,129,WESTMORELAND        
11709,PA,PA,42,15601, 5,1,0,4,Y, , 3, 4, 47,1115,1115,112188,112388,     2.8,    10.6,   993.154644,0,0,129,WESTMORELAND        
11710,PA,PA,42,15601, 5,1,0,4,Y, , 2, 4, 53,0900,0900,111988,112188,     0.9,    29.3,  1074.013631,0,0,129,WESTMORELAND        
11711,PA,PA,42,15601, 5,1,0,4,Y, , 4, 4, 54,1130,1129,111388,111588,     8.5,     3.9,  1065.307090,0,0,129,WESTMORELAND        
11712,PA,PA,42,15601, 5,1,0,4,Y, , 2, 4, 56,2000,2000,112088,112288,     4.3,     8.2,  1074.013631,0,0,129,WESTMORELAND        
11713,PA,PA,42,15601, 5,1,0,4,Y, , 3, 4, 59,1700,2300,120288,120288,     1.1,    19.3,   993.154644,0,0,129,WESTMORELAND        
11714,PA,PA,42,15601, 5,1,0,0,Y, , 3, 4, 77,1120,1130,122988,123188,     3.8,     7.0,   993.154644,0,0,129,WESTMORELAND        
11715,PA,PA,42,15601, 5,1,0,2,Y, , 2, 4, 87,2030,2000,012189,012389,     4.7,     5.9,  1074.013631,0,0,129,WESTMORELAND        
11716,PA,PA,42,15612, 5,1,0,4,Y, , 5, 4, 46,1830,1830,110188,110188,    14.2,     4.3,  1060.541589,0,0,129,WESTMORELAND        
11717,PA,PA,42,15617, 5,1,0,3,Y, , 5, 4, 76,1100,1100,122288,122488,     4.3,     8.3,  1060.541589,0,0,129,WESTMORELAND        
11718,PA,PA,42,15621, 5,1,0,0,Y, , 5, 4, 46,1200,1200,111288,111588,     3.3,     6.8,  1060.541589,0,0,129,WESTMORELAND        
11719,PA,PA,42,15626, 5,1,0,4,Y, , 4, 4, 51,1630,1630,111488,111688,     6.4,     6.1,  1065.307090,0,0,129,WESTMORELAND        
11720,PA,PA,42,15627, 5,1,0,4,Y, , 1, 4,110,2110,2125,021589,021789,     2.9,     8.7,  1122.880236,0,0,129,WESTMORELAND        
11721,PA,PA,42,15642, 5,1,0,4,Y, , 5, 4, 33,1120,1120,031088,031288,     3.2,     8.0,  1060.541589,0,0,129,WESTMORELAND        
11722,PA,PA,42,15642, 5,1,0,4,Y, , 4, 4, 34,1600,0800,033088,040488,    10.2,     3.6,  1065.307090,0,0,129,WESTMORELAND        
11723,PA,PA,42,15642, 5,1,0,2,Y, , 3, 4, 61,1930,1930,112988,120288,     1.0,    22.5,   993.154644,0,0,129,WESTMORELAND        
11724,PA,PA,42,15642, 5,1,0,7,Y, , 5, 4, 64,2105,2309,113088,120288,     5.1,     6.3,  1060.541589,0,0,129,WESTMORELAND        
11725,PA,PA,42,15642, 5,1,0,7,Y, , 1, 4, 88,1430,1430,021889,022089,     7.4,     4.2,  1122.880236,0,0,129,WESTMORELAND        
11726,PA,PA,42,15642, 5,1,0,4,Y, , 1, 4, 91,1036,2300,012889,013089,     0.7,    30.9,  1122.880236,0,0,129,WESTMORELAND        
11727,PA,PA,42,15642, 5,1,1,7,Y, , 2, 4,106,1700,1710,021589,021789,     2.1,    11.3,  1074.013631,0,0,129,WESTMORELAND        
11728,PA,PA,42,15642, 5,1,0,4,Y, , 4, 4,119,2200,2300,030389,030389,     9.2,     5.2,  1065.307090,0,0,129,WESTMORELAND        
11729,PA,PA,42,15642, 5,1,0,7,Y, , 5, 4,132,0800,0900,032289,032489,     0.4,     0.0,  1060.541589,0,0,129,WESTMORELAND        
11730,PA,PA,42,15642, 5,1,0,2,Y, , 2, 4,134,1130,1130,032289,032489,     2.1,    10.7,  1074.013631,0,0,129,WESTMORELAND        
11731,PA,PA,42,15644, 5,1,0,2,Y, , 1, 4, 48,1745,1745,110188,111088,     1.7,    48.7,  1122.880236,0,0,129,WESTMORELAND        
11732,PA,PA,42,15644, 5,1,0,4,Y, , 4, 4, 50,1620,0520,110188,111088,     2.9,     9.3,  1065.307090,0,0,129,WESTMORELAND        
11733,PA,PA,42,15644, 5,1,0,4,Y, , 5, 4, 68,0730,0900,120288,120288,     0.9,    23.1,  1060.541589,0,0,129,WESTMORELAND        
11734,PA,PA,42,15644, 5,1,0,4,Y, , 1, 4, 77,1000,1000,122988,123188,     7.6,     5.5,  1122.880236,0,0,129,WESTMORELAND        
11735,PA,PA,42,15644, 5,2,0,4,Y, , 1, 4, 87,2140,2200,012589,012789,     0.9,    31.3,  1122.880236,0,0,129,WESTMORELAND        
11736,PA,PA,42,15644, 5,1,0,7,Y, , 5, 4,108,0700,0700,021689,021889,    34.3,     1.8,  1060.541589,0,0,129,WESTMORELAND        
11737,PA,PA,42,15644, 5,1,0,2,Y, , 5, 4,110,0900,0920,021689,021889,     0.9,    27.2,  1060.541589,0,0,129,WESTMORELAND        
11738,PA,PA,42,15650, 5,1,0,7,Y, , 2, 4, 58,1500,1600,111488,111688,     5.5,     6.9,  1074.013631,0,0,129,WESTMORELAND        
11739,PA,PA,42,15650, 5,1,0,4,Y, , 4, 4,125,1730,1800,031089,031289,     2.1,    10.7,  1065.307090,0,0,129,WESTMORELAND        
11740,PA,PA,42,15655, 5,1,0,4,Y, , 5, 4, 80,1600,1830,122688,122888,    11.6,     5.2,  1060.541589,0,0,129,WESTMORELAND        
11741,PA,PA,42,15658, 5,1,0,0,Y, , 5, 4,125,0931,0000,032289,032489,     0.0,     0.0,  1060.541589,0,0,129,WESTMORELAND        
11742,PA,PA,42,15666, 5,1,0,2,Y, , 2, 4, 21,1300,1300,022788,022988,     9.9,     4.1,  1074.013631,0,0,129,WESTMORELAND        
11743,PA,PA,42,15666, 5,1,0,7,Y, , 4, 4, 62,0800,0800,120288,120288,     3.7,     6.3,  1065.307090,0,0,129,WESTMORELAND        
11744,PA,PA,42,15668, 5,1,0,4,Y, , 4, 4, 67,1100,1100,120288,120288,     4.1,     5.7,  1065.307090,0,0,129,WESTMORELAND        
11745,PA,PA,42,15668, 5,1,0,4,Y, , 2, 4, 71,1400,1400,121288,121488,    10.6,     4.0,  1074.013631,0,0,129,WESTMORELAND        
11746,PA,PA,42,15668, 5,1,1,7,N, , 4, 4, 79,1200,1200,010189,010189,     3.5,    11.2,  1065.307090,0,0,129,WESTMORELAND        
11747,PA,PA,42,15668, 5,1,0,4,Y, , 5, 4, 82,1930,1940,012989,013189,     1.7,    18.8,  1060.541589,0,0,129,WESTMORELAND        
11748,PA,PA,42,15668, 5,1,0,7,Y, , 1, 4,104,1715,1716,021589,021789,     8.5,     4.4,  1122.880236,0,0,129,WESTMORELAND        
11749,PA,PA,42,15668, 5,1,0,4,Y, , 3, 4,123,0815,0815,031489,031689,     2.3,    12.1,   993.154644,0,0,129,WESTMORELAND        
11750,PA,PA,42,15672, 5,1,1,5,N, , 1, 4, 46,1100,1300,111188,111388,     1.7,    15.9,  1122.880236,0,0,129,WESTMORELAND        
11751,PA,PA,42,15672, 5,1,0,7,Y, , 4, 4, 93,0800,0800,020289,020289,     1.3,    17.4,  1065.307090,0,0,129,WESTMORELAND        
11752,PA,PA,42,15677, 5,1,1,7,N, , 3, 4, 68,0615,0616,120288,120288,     3.6,     6.3,   993.154644,0,0,129,WESTMORELAND        
11753,PA,PA,42,15678, 5,1,0,4,Y, , 5, 4,135,0800,1300,032589,032789,     3.3,     7.7,  1060.541589,0,0,129,WESTMORELAND        
11754,PA,PA,42,15683, 5,1,0,0,Y, , 4, 4, 26,1700,1720,030388,030388,     0.5,     0.0,  1065.307090,1,0,129,WESTMORELAND        
11755,PA,PA,42,15683, 5,1,0,4,Y, , 1, 4, 90,2300,1608,012789,013089,     1.1,    15.8,  1122.880236,0,0,129,WESTMORELAND        
11756,PA,PA,42,15683, 5,1,0,4,Y, , 1, 4,101,1240,1240,020289,021189,     4.9,     7.6,  1122.880236,0,0,129,WESTMORELAND        
11757,PA,PA,42,15684, 5,2,0,0, , , 5, 4, 42,1900,1945,032788,032988,     1.0,    32.7,  1060.541589,0,0,129,WESTMORELAND        
11758,PA,PA,42,15690, 5,1,0,4,Y, , 5, 4, 49,1015,1015,111088,111288,     1.6,    14.1,  1060.541589,0,0,129,WESTMORELAND        
11759,PA,PA,42,15690, 5,1,0,4,Y, , 2, 4, 52,1300,1300,111588,111788,     4.4,     7.7,  1074.013631,0,0,129,WESTMORELAND        
11760,PA,PA,42,15690, 5,1,0,2,Y, , 3, 4,126,0930,0930,031289,031489,     6.6,     4.8,   993.154644,0,0,129,WESTMORELAND        
11761,PA,PA,42,15692, 5,1,0,2,Y, , 4, 4, 73,2130,2130,121588,121788,     1.4,    45.2,  1065.307090,0,0,129,WESTMORELAND        
11762,PA,PA,42,15697, 5,1,0,0,Y, , 2, 4, 31,0930,0930,030388,031188,     1.4,    16.2,  1074.013631,0,0,129,WESTMORELAND        
11763,PA,PA,42,15698, 5,2,0,7,Y, , 2, 4, 61,0900,0900,113088,120288,     1.4,    15.1,  1074.013631,0,0,129,WESTMORELAND        
11764,PA,PA,42,15698, 5,1,0,4,Y, , 1, 4,115,1215,1215,030389,030389,     6.2,     5.6,  1122.880236,0,0,129,WESTMORELAND        
11765,PA,PA,42,15923, 5,1,0,4,Y, , 5, 4, 44,2020,2020,110188,111088,     3.6,     9.9,  1060.541589,0,0,129,WESTMORELAND        
11766,PA,PA,42,18419, 7,1,0,4,Y, , 3, 1, 35,2100,2100,031888,032088,     1.7,    12.7,   341.685476,0,0,131,WYOMING             
11767,PA,PA,42,18419, 7,2,0,4,Y, , 3, 1, 31,1645,1830,032788,032988,     2.2,     9.9,   341.685476,0,0,131,WYOMING             
11768,PA,PA,42,18419, 7,1,0,4,Y, , 4, 1, 71,1100,1103,112988,120288,     1.9,    12.4,   315.784979,0,0,131,WYOMING             
11769,PA,PA,42,18419, 7,1,0,7,Y, , 1, 1, 93,1430,0600,020289,020289,     3.2,     5.8,   320.467792,0,0,131,WYOMING             
11770,PA,PA,42,18419, 7,1,0,4,Y, , 1, 1,123,1900,1900,031089,031289,     1.4,    16.4,   320.467792,0,0,131,WYOMING             
11771,PA,PA,42,18419, 7,1,0,2,Y, , 2, 1,124,1000,1000,031489,031689,     1.5,    15.7,   351.824033,0,0,131,WYOMING             
11772,PA,PA,42,18618, 7,1,0,4,Y, , 2, 2,103,0715,0705,021589,021789,     0.7,    34.3,   538.504667,0,0,131,WYOMING             
11773,PA,PA,42,18623, 7,1,0,4,Y, , 1, 1, 61,1600,1600,120288,120288,     2.5,    10.9,   320.467792,0,0,131,WYOMING             
11774,PA,PA,42,18629, 7,1,0,4,Y, , 5, 1, 62,0800,0800,120288,120288,     1.8,    16.6,   322.107610,0,0,131,WYOMING             
11775,PA,PA,42,18630, 7,0,0,0, , , 2, 1, 89,1430,1800,012689,012889,     2.0,    12.5,   351.824033,0,0,131,WYOMING             
11776,PA,PA,42,18657, 7,1,0,2,Y, , 1, 1, 45,1700,1700,110188,110188,     1.6,    19.4,   320.467792,0,0,131,WYOMING             
11777,PA,PA,42,18657, 7,1,0,7,Y, , 2, 1, 85,1400,1400,012289,012489,    47.2,     1.5,   351.824033,0,0,131,WYOMING             
11778,PA,PA,42,17019, 2,1,0,4,Y, , 2, 4, 59,0905,0905,111388,111588,     8.7,     4.1,  1074.013631,0,0,133,YORK                
11779,PA,PA,42,17019, 2,1,1,4,Y, , 5, 4, 69,1340,1340,120288,121088,    11.4,     3.4,  1060.541589,0,0,133,YORK                
11780,PA,PA,42,17019, 2,1,0,2,Y, , 1, 4, 75,2056,2100,121688,121888,     4.3,     5.4,  1122.880236,0,0,133,YORK                
11781,PA,PA,42,17019, 2,2,0,7,Y, , 2, 4, 80,0930,0930,121788,121988,     0.8,    30.0,  1074.013631,0,0,133,YORK                
11782,PA,PA,42,17070, 2,1,0,4,Y, , 2, 4, 71,1900,1900,112688,112888,     8.6,     3.7,  1074.013631,0,0,133,YORK                
11783,PA,PA,42,17302, 2,1,1,1,N, , 4, 4, 39,0500,0500,041288,041488,    12.3,     3.6,  1065.307090,0,0,133,YORK                
11784,PA,PA,42,17314, 2,1,0,4,Y, , 1, 4,126,1900,1915,031289,031489,     1.5,    19.2,  1122.880236,0,0,133,YORK                
11785,PA,PA,42,17315, 2,1,0,0,0, , 1, 4, 30,1000,1000,040488,040488,    37.1,     1.8,  1122.880236,0,0,133,YORK                
11786,PA,PA,42,17315, 2,1,0,2,Y, , 4, 4, 47,1700,1700,110188,110188,     5.7,     5.2,  1065.307090,0,0,133,YORK                
11787,PA,PA,42,17315, 2,1,0,4,Y, , 5, 4, 68,2000,2000,012789,012989,     4.8,     5.5,  1060.541589,0,0,133,YORK                
11788,PA,PA,42,17315, 2,1,0,4,Y, , 3, 4, 99,2100,2100,033089,040489,     8.9,     5.9,   993.154644,0,0,133,YORK                
11789,PA,PA,42,17318, 2,1,0,4,Y, , 2, 4,107,1800,0700,021489,021789,    18.8,     3.1,  1074.013631,0,0,133,YORK                
11790,PA,PA,42,17319, 2,1,0,4,Y, , 1, 4, 37,1747,1735,032788,032988,     3.3,     8.1,  1122.880236,0,0,133,YORK                
11791,PA,PA,42,17327, 2,1,0,7,N, , 4, 4,116,1800,1800,031389,031589,     1.5,    20.6,  1065.307090,0,0,133,YORK                
11792,PA,PA,42,17329, 2,1,0,4,Y, , 4, 4, 72,0650,0645,120288,120288,    66.5,     1.3,  1065.307090,0,0,133,YORK                
11793,PA,PA,42,17331, 2,1,0,4,Y, , 4, 4, 22,1900,1845,032788,032988,     3.0,     7.8,  1065.307090,0,0,133,YORK                
11794,PA,PA,42,17331, 2,1,0,4,Y, , 4, 4, 75,1910,1853,121888,122188,     4.9,     8.3,  1065.307090,0,0,133,YORK                
11795,PA,PA,42,17331, 2,1,0,4,Y, , 1, 4, 84,0810,0810,012189,012389,    18.8,     2.3,  1122.880236,0,0,133,YORK                
11796,PA,PA,42,17331, 2,1,0,4,Y, , 2, 4,106,1900,1915,021489,021689,   155.6,     1.1,  1074.013631,0,0,133,YORK                
11797,PA,PA,42,17331, 2,1,0,4,Y, , 1, 4,116,2320,2340,022789,030389,     1.8,    15.6,  1122.880236,0,0,133,YORK                
11798,PA,PA,42,17331, 2,1,0,0,Y, , 5, 4,121,0630,1130,031189,031389,     2.9,     8.1,  1060.541589,0,0,133,YORK                
11799,PA,PA,42,17331, 2,1,0,4,Y, , 4, 4,122,0643,0643,031189,031389,    92.7,     1.1,  1065.307090,0,0,133,YORK                
11800,PA,PA,42,17339, 2,1,0,4,Y, , 5, 4, 78,1130,2200,012989,013189,     0.9,    35.2,  1060.541589,0,0,133,YORK                
11801,PA,PA,42,17345, 2,1,0,4,Y, , 2, 4,139,0600,0700,040489,040489,     1.4,    16.6,  1074.013631,0,0,133,YORK                
11802,PA,PA,42,17347, 2,1,1,2,Y, , 5, 4, 69,1630,1630,112888,113088,     0.9,    29.5,  1060.541589,0,0,133,YORK                
11803,PA,PA,42,17349, 2,1,0,2,Y, , 3, 4, 87,1030,1030,012689,012889,     2.9,     7.8,   993.154644,0,0,133,YORK                
11804,PA,PA,42,17356, 2,1,0,4,Y, , 2, 4, 36,1510,1930,031188,031388,     9.4,     4.1,  1074.013631,0,0,133,YORK                
11805,PA,PA,42,17356, 2,1,0,4,Y, , 1, 4,101,1230,1230,021189,021389,     2.2,    11.1,  1122.880236,0,0,133,YORK                
11806,PA,PA,42,17356, 2,1,0,7,Y, , 3, 4,102,1800,1800,021989,022189,    22.5,     3.0,   993.154644,0,0,133,YORK                
11807,PA,PA,42,17356, 2,2,0,4,Y, , 5, 4,119,1200,1215,030389,030389,    12.8,     3.1,  1060.541589,0,0,133,YORK                
11808,PA,PA,42,17356, 2,1,0,4,Y, , 1, 4,122,0800,1600,031089,031289,    46.2,     2.8,  1122.880236,0,0,133,YORK                
11809,PA,PA,42,17360, 2,1,0,4,Y, , 3, 4, 27,1900,1900,032088,032288,     8.2,     4.0,   993.154644,0,0,133,YORK                
11810,PA,PA,42,17360, 2,1,0,2,Y, , 4, 4, 74,2100,2130,120288,120288,    12.7,     3.4,  1065.307090,0,0,133,YORK                
11811,PA,PA,42,17361, 2,1,0,2,Y, , 2, 4, 50,1715,1715,110188,110188,    24.3,     2.1,  1074.013631,0,0,133,YORK                
11812,PA,PA,42,17362, 2,1,0,7,Y, , 5, 4, 63,0645,0645,120288,120288,     5.3,     6.5,  1060.541589,0,0,133,YORK                
11813,PA,PA,42,17362, 2,1,0,4,Y, , 5, 4, 73,1330,1330,120288,121088,    33.7,     1.7,  1060.541589,0,0,133,YORK                
11814,PA,PA,42,17363, 2,1,0,4,Y, , 3, 4, 68,1930,1930,112888,113088,     6.6,     6.7,   993.154644,0,0,133,YORK                
11815,PA,PA,42,17368, 2,1,1,3,N, , 3, 4,105,1500,1500,021489,021689,     2.8,    12.3,   993.154644,0,0,133,YORK                
11816,PA,PA,42,17370, 2,1,0,7,Y, , 5, 4,112,2200,2315,022489,022689,    56.1,     1.4,  1060.541589,0,0,133,YORK                
11817,PA,PA,42,17402, 2,1,0,2,Y, , 5, 4, 42,1300,1300,032688,032888,     4.3,     5.1,  1060.541589,0,0,133,YORK                
11818,PA,PA,42,17402, 2,1,0,2,Y, , 4, 4, 47,1815,1900,110188,110188,     3.2,     7.6,  1065.307090,0,0,133,YORK                
11819,PA,PA,42,17402, 2,1,0,4,Y, , 1, 4, 64,2200,2200,112888,113088,     6.6,     5.7,  1122.880236,0,0,133,YORK                
11820,PA,PA,42,17402, 2,1,0,4,Y, , 4, 4, 68,2115,2115,112888,113088,     6.7,     5.7,  1065.307090,0,0,133,YORK                
11821,PA,PA,42,17402, 2,1,0,2,Y, , 1, 4, 82,0800,0830,020289,021089,     3.8,     8.0,  1122.880236,0,0,133,YORK                
11822,PA,PA,42,17402, 2,1,0,4,Y, , 4, 4, 84,1715,1730,012589,012789,    13.7,     3.0,  1065.307090,0,0,133,YORK                
11823,PA,PA,42,17402, 2,1,0,4,Y, , 2, 4, 85,1600,1600,012389,012589,     4.0,     9.6,  1074.013631,0,0,133,YORK                
11824,PA,PA,42,17402, 2,1,0,2,Y, , 3, 4, 86,1900,2130,012689,012889,     2.4,    12.4,   993.154644,0,0,133,YORK                
11825,PA,PA,42,17402, 2,1,0,5,Y, , 3, 4, 94,1530,1700,020289,020289,     9.5,     3.4,   993.154644,0,0,133,YORK                
11826,PA,PA,42,17402, 2,1,0,4,Y, , 1, 4,118,1900,2200,030389,030389,    68.6,     1.3,  1122.880236,0,0,133,YORK                
11827,PA,PA,42,17403, 2,1,0,4,Y, , 1, 4, 48,1730,1740,110188,110188,     4.9,     7.7,  1122.880236,0,0,133,YORK                
11828,PA,PA,42,17403, 2,1,0,4,Y, , 5, 4, 69,1420,1420,112988,120288,     2.9,     9.7,  1060.541589,0,0,133,YORK                
11829,PA,PA,42,17403, 2,0,0,0, , , 2, 4, 75,1700,1735,032789,032989,    13.5,     6.2,  1074.013631,0,0,133,YORK                
11830,PA,PA,42,17403, 2,1,0,2,Y, , 1, 4, 89,2100,2100,020289,020289,    23.8,     2.1,  1122.880236,0,0,133,YORK                
11831,PA,PA,42,17403, 2,1,0,4,Y, , 5, 4, 97,1130,1115,020289,020289,    20.0,     2.6,  1060.541589,0,0,133,YORK                
11832,PA,PA,42,17403, 2,1,0,5,Y, , 5, 4,139,1510,1520,032589,032789,     1.2,    34.3,  1060.541589,0,0,133,YORK                
11833,PA,PA,42,17403, 2,1,0,0,Y, , 3, 4,140,2045,2045,041189,041389,     5.2,     6.2,   993.154644,0,0,133,YORK                
11834,PA,PA,42,17404, 2,1,0,4,Y, , 3, 4, 24,1000,1000,022788,022988,     3.9,     5.3,   993.154644,0,0,133,YORK                
11835,PA,PA,42,17404, 2,1,0,4, , , 4, 4, 21,1400,1400,022688,022888,    30.8,     1.8,  1065.307090,0,0,133,YORK                
11836,PA,PA,42,17404, 2,1,1,7,N, , 3, 4, 60,0830,0900,112988,120288,     8.3,     4.2,   993.154644,0,0,133,YORK                
11837,PA,PA,42,17404, 2,1,1,3,Y, , 3, 4, 61,1730,1730,112888,113088,     6.5,     6.0,   993.154644,0,0,133,YORK                
11838,PA,PA,42,17404, 2,1,0,4,Y, , 4, 4, 67,2115,2130,112888,113088,     7.0,     5.4,  1065.307090,0,0,133,YORK                
11839,PA,PA,42,17404, 2,1,0,4,Y, , 4, 4, 81,1615,1616,012289,012489,    14.1,     2.9,  1065.307090,0,0,133,YORK                
11840,PA,PA,42,17404, 2,1,0,4,Y, , 2, 4, 99,1800,1800,021389,021589,     5.2,     8.2,  1074.013631,0,0,133,YORK                
11841,PA,PA,42,17404, 2,1,0,4,Y, , 1, 4,122,1700,1700,030389,031189,     1.4,    19.4,  1122.880236,0,0,133,YORK                
11842,PA,PA,42,17406, 2,1,0,4,Y, , 4, 4, 97,1620,1800,020289,020289,    21.5,     2.4,  1065.307090,0,0,133,YORK                
11843,PA,PA,42,17406, 2,1,0,2,Y, , 3, 4, 96,0830,0830,021489,021689,    21.2,     3.0,   993.154644,0,0,133,YORK                
11844,R5,MI,26,49715, 1,1,1,3,N, , ., 6,  .,1330,1345,022988,030388,     0.5,     0.0,     7.668845,0,0, 33,BAY MILLS           
11845,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1500,1500,022988,030388,     1.6,    18.5,     7.668845,0,0, 33,BAY MILLS           
11846,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1200,1345,022988,030388,     0.7,    34.1,     7.668845,0,0, 33,BAY MILLS           
11847,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1045,1346,030388,030388,     0.0,     0.0,     7.668845,0,0, 23,BAY MILLS           
11848,R5,MI,26,49715, 1,1,1,3,N, , ., 6,  .,1400,1400,022988,030388,     0.2,     0.0,     7.668845,0,0, 17,BAY MILLS           
11849,R5,MI,26,49715, 1,1,1,3,N, , ., 6,  .,0930,1240,022988,030388,     0.2,     0.0,     7.668845,0,0, 33,BAY MILLS           
11850,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1000,1250,022988,030388,     0.1,     0.0,     7.668845,0,0, 33,BAY MILLS           
11851,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1420,1440,022988,030388,     0.5,    58.4,     7.668845,0,0, 33,BAY MILLS           
11852,R5,MI,26,49715, 1,1,1,3,N, , ., 6,  .,1600,1600,022988,030388,     0.3,     0.0,     7.668845,0,0, 17,BAY MILLS           
11853,R5,MI,26,49715, 1,1,0,4,Y, , ., 6,  .,1015,1336,030388,030388,     1.3,    18.4,     7.668845,0,0, 33,BAY MILLS           
11854,R5,MI,26,49715, 1,1,0,4,Y, , ., 6,  .,1115,1400,030388,030388,     1.0,    23.1,     7.668845,0,0, 17,BAY MILLS           
11855,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1445,1450,030388,030388,     6.7,     5.4,     7.668845,0,0, 33,BAY MILLS           
