stfips,ctfips,st,cty,lon,lat,Uppm
28,101,MS,NEWTON, -89.119,  32.400,1.53359
28,103,MS,NOXUBEE, -88.570,  33.110,2.22278
28,105,MS,OKTIBBEHA, -88.879,  33.425,2.04522
28,107,MS,PANOLA, -89.950,  34.364,1.96553
28,109,MS,PEARLRIVER, -89.590,  30.768,1.60302
28,111,MS,PERRY, -88.992,  31.172,1.39852
28,113,MS,PIKE, -90.404,  31.175,1.74468
28,115,MS,PONTOTOC, -89.037,  34.225,1.97107
28,117,MS,PRENTISS, -88.520,  34.618,2.1349
28,119,MS,QUITMAN, -90.289,  34.251,1.79496
28,121,MS,RANKIN, -89.946,  32.264,1.75675
28,123,MS,SCOTT, -89.538,  32.406,1.72907
28,125,MS,SHARKEY, -90.812,  32.877,1.78216
28,127,MS,SIMPSON, -89.919,  31.913,1.69295
28,129,MS,SMITH, -89.507,  32.018,1.6382
28,131,MS,STONE, -89.118,  30.790,1.41564
28,133,MS,SUNFLOWER, -90.589,  33.602,1.90237
28,135,MS,TALLAHATCHIE, -90.173,  33.951,1.91118
28,137,MS,TATE, -89.945,  34.650,1.95079
28,139,MS,TIPPAH, -88.909,  34.768,1.86585
28,141,MS,TISHOMINGO, -88.239,  34.741,1.79551
28,143,MS,TUNICA, -90.374,  34.647,1.8208
28,145,MS,UNION, -89.004,  34.490,1.95859
28,147,MS,WALTHALL, -90.106,  31.148,1.60211
28,149,MS,WARREN, -90.852,  32.359,1.55231
28,151,MS,WASHINGTON, -90.948,  33.284,1.85161
28,153,MS,WAYNE, -88.696,  31.641,1.51608
28,155,MS,WEBSTER, -89.285,  33.613,1.88814
28,157,MS,WILKINSON, -91.318,  31.158,1.91474
28,159,MS,WINSTON, -89.034,  33.088,1.81754
28,161,MS,YALOBUSHA, -89.708,  34.028,1.74698
28,163,MS,YAZOO, -90.395,  32.780,1.85586
29,001,MO,ADAIR, -92.601,  40.191,1.78923
29,003,MO,ANDREW, -94.802,  39.984,2.08147
29,005,MO,ATCHISON, -95.423,  40.429,2.2417
29,007,MO,AUDRAIN, -91.841,  39.216,2.02736
29,009,MO,BARRY, -93.829,  36.710,1.79642
29,011,MO,BARTON, -94.347,  37.502,1.95809
29,013,MO,BATES, -94.340,  38.257,1.96207
29,015,MO,BENTON, -93.288,  38.295,1.64543
29,017,MO,BOLLINGER, -90.026,  37.322,1.99752
29,019,MO,BOONE, -92.309,  38.992,1.78014
29,021,MO,BUCHANAN, -94.806,  39.660,1.98276
29,023,MO,BUTLER, -90.406,  36.716,2.14794
29,025,MO,CALDWELL, -93.983,  39.656,1.9359
29,027,MO,CALLAWAY, -91.926,  38.835,1.87711
29,029,MO,CAMDEN, -92.766,  38.027,1.57138
29,031,MO,CAPEGIRARDEAU, -89.685,  37.384,2.26991
29,033,MO,CARROLL, -93.504,  39.428,2.01967
29,035,MO,CARTER, -90.962,  36.941,1.7872
29,037,MO,CASS, -94.355,  38.647,1.96648
29,039,MO,CEDAR, -93.856,  37.724,1.774
29,041,MO,CHARITON, -92.962,  39.514,1.9036
29,043,MO,CHRISTIAN, -93.189,  36.969,1.72019
29,045,MO,CLARK, -91.738,  40.410,1.84225
29,047,MO,CLAY, -94.420,  39.310,2.09233
29,049,MO,CLINTON, -94.404,  39.602,2.01828
29,051,MO,COLE, -92.280,  38.506,1.76109
29,053,MO,COOPER, -92.810,  38.845,1.87938
29,055,MO,CRAWFORD, -91.304,  37.976,1.74754
29,057,MO,DADE, -93.850,  37.432,1.84319
29,059,MO,DALLAS, -93.023,  37.680,1.78492
29,061,MO,DAVIESS, -93.985,  39.961,1.9292
29,063,MO,DEKALB, -94.405,  39.893,1.8837
29,065,MO,DENT, -91.508,  37.607,1.77056
29,067,MO,DOUGLAS, -92.499,  36.933,1.76801
29,069,MO,DUNKLIN, -90.090,  36.272,1.82258
29,071,MO,FRANKLIN, -91.075,  38.411,1.72085
29,073,MO,GASCONADE, -91.508,  38.440,1.77434
29,075,MO,GENTRY, -94.410,  40.212,2.04495
29,077,MO,GREENE, -93.342,  37.258,1.84293
29,079,MO,GRUNDY, -93.565,  40.114,1.84854
29,081,MO,HARRISON, -93.992,  40.355,1.88578
29,083,MO,HENRY, -93.792,  38.385,2.13755
29,085,MO,HICKORY, -93.321,  37.941,1.68802
29,087,MO,HOLT, -95.216,  40.094,2.07192
29,089,MO,HOWARD, -92.696,  39.143,1.83228
29,091,MO,HOWELL, -91.886,  36.774,2.02058
29,093,MO,IRON, -90.773,  37.555,1.85198
29,095,MO,JACKSON, -94.347,  39.008,2.10811
29,097,MO,JASPER, -94.340,  37.203,1.79311
29,099,MO,JEFFERSON, -90.538,  38.261,1.63217
29,101,MO,JOHNSON, -93.806,  38.744,2.09884
29,103,MO,KNOX, -92.148,  40.128,1.80362
29,105,MO,LACLEDE, -92.590,  37.658,1.74738
29,107,MO,LAFAYETTE, -93.786,  39.066,2.08563
29,109,MO,LAWRENCE, -93.833,  37.106,2.01343
29,111,MO,LEWIS, -91.722,  40.097,1.83905
29,113,MO,LINCOLN, -90.961,  39.058,1.85501
29,115,MO,LINN, -93.107,  39.870,1.8345
29,117,MO,LIVINGSTON, -93.548,  39.782,2.08796
29,119,MO,MCDONALD, -94.348,  36.629,1.32068
29,121,MO,MACON, -92.564,  39.831,1.78025
29,123,MO,MADISON, -90.345,  37.478,2.09574
29,125,MO,MARIES, -91.925,  38.162,1.73768
29,127,MO,MARION, -91.623,  39.806,1.8816
29,129,MO,MERCER, -93.568,  40.422,1.78604
29,131,MO,MILLER, -92.428,  38.214,1.64694
29,133,MO,MISSISSIPPI, -89.290,  36.832,1.88396
29,135,MO,MONITEAU, -92.581,  38.635,1.80831
29,137,MO,MONROE, -92.001,  39.495,1.9662
29,139,MO,MONTGOMERY, -91.470,  38.941,1.94121
29,141,MO,MORGAN, -92.886,  38.424,1.66392
29,143,MO,NEWMADRID, -89.653,  36.595,1.86889
29,145,MO,NEWTON, -94.339,  36.905,1.60512
29,147,MO,NODAWAY, -94.883,  40.361,2.10428
29,149,MO,OREGON, -91.403,  36.687,1.97126
29,151,MO,OSAGE, -91.861,  38.460,1.72359
29,153,MO,OZARK, -92.444,  36.649,1.70759
29,155,MO,PEMISCOT, -89.785,  36.210,2.02808
29,157,MO,PERRY, -89.826,  37.708,2.24009
29,159,MO,PETTIS, -93.285,  38.728,1.92957
29,161,MO,PHELPS, -91.792,  37.877,1.74171
29,163,MO,PIKE, -91.171,  39.344,1.85036
29,165,MO,PLATTE, -94.773,  39.381,2.12421
29,167,MO,POLK, -93.400,  37.616,1.77261
29,169,MO,PULASKI, -92.207,  37.825,1.63466
29,171,MO,PUTNAM, -93.016,  40.479,1.96881
29,173,MO,RALLS, -91.521,  39.528,1.99184
29,175,MO,RANDOLPH, -92.497,  39.440,1.84973
29,177,MO,RAY, -93.990,  39.352,2.11137
29,179,MO,REYNOLDS, -90.969,  37.362,1.5931
29,181,MO,RIPLEY, -90.864,  36.653,2.04573
29,183,MO,STCHARLES, -90.675,  38.782,1.83885
29,185,MO,STCLAIR, -93.776,  38.037,1.76477
29,186,MO,STEGENEVIEVE, -90.195,  37.894,1.87553
29,187,MO,STFRANCOIS, -90.473,  37.810,2.17261
29,189,MO,STLOUIS, -90.444,  38.640,1.68632
29,195,MO,SALINE, -93.203,  39.136,1.91947
29,197,MO,SCHUYLER, -92.521,  40.470,1.85322
29,199,MO,SCOTLAND, -92.147,  40.453,1.8927
29,201,MO,SCOTT, -89.569,  37.053,1.88461
29,203,MO,SHANNON, -91.400,  37.157,1.73471
29,205,MO,SHELBY, -92.076,  39.798,1.92933
29,207,MO,STODDARD, -89.944,  36.855,2.13528
29,209,MO,STONE, -93.456,  36.747,1.53779
29,211,MO,SULLIVAN, -93.111,  40.211,1.68652
29,213,MO,TANEY, -93.041,  36.655,1.70124
29,215,MO,TEXAS, -91.965,  37.317,1.72108
29,217,MO,VERNON, -94.342,  37.851,2.00349
29,219,MO,WARREN, -91.161,  38.764,1.80803
29,221,MO,WASHINGTON, -90.877,  37.962,1.88613
29,223,MO,WAYNE, -90.461,  37.113,1.82299
29,225,MO,WEBSTER, -92.876,  37.281,1.72279
29,227,MO,WORTH, -94.422,  40.479,1.95476
29,229,MO,WRIGHT, -92.469,  37.270,1.63339
29,510,MO,XSTLOUIS, -90.245,  38.636,1.66622
30,001,MT,BEAVERHEAD,-112.899,  45.135,1.85305
30,003,MT,BIGHORN,-107.489,  45.423,2.05337
30,005,MT,BLAINE,-108.958,  48.433,2.01413
30,007,MT,BROADWATER,-111.495,  46.332,2.02813
30,009,MT,CARBON,-109.028,  45.227,2.01735
30,011,MT,CARTER,-104.536,  45.517,1.92659
30,013,MT,CASCADE,-111.347,  47.309,1.916
30,015,MT,CHOUTEAU,-110.434,  47.881,2.02385
30,017,MT,CUSTER,-105.571,  46.253,1.90913
30,019,MT,DANIELS,-105.548,  48.784,1.92834
30,021,MT,DAWSON,-104.900,  47.266,2.1862
30,023,MT,DEERLODGE,-113.067,  46.060,2.10946
30,025,MT,FALLON,-104.417,  46.334,1.82282
30,027,MT,FERGUS,-109.224,  47.263,1.84421
30,029,MT,FLATHEAD,-114.050,  48.294,1.84213
30,031,MT,GALLATIN,-111.172,  45.567,2.00627
30,033,MT,GARFIELD,-106.993,  47.278,2.05894
30,035,MT,GLACIER,-112.997,  48.705,1.72213
30,037,MT,GOLDENVALLEY,-109.174,  46.381,1.62803
30,039,MT,GRANITE,-113.441,  46.404,1.92475
30,041,MT,HILL,-110.111,  48.628,2.03569
30,043,MT,JEFFERSON,-112.092,  46.148,2.68655
30,045,MT,JUDITHBASIN,-110.266,  47.045,1.78711
30,047,MT,LAKE,-114.088,  47.647,1.95094
30,049,MT,LEWISANDCLARK,-112.388,  47.122,2.04222
30,051,MT,LIBERTY,-111.024,  48.562,1.96185
30,053,MT,LINCOLN,-115.404,  48.543,1.92258
30,055,MT,MCCONE,-105.794,  47.644,2.04577
30,057,MT,MADISON,-111.920,  45.301,2.02894
30,059,MT,MEAGHER,-110.885,  46.599,1.92651
30,061,MT,MINERAL,-114.999,  47.148,1.79396
30,063,MT,MISSOULA,-113.923,  47.037,2.10407
30,065,MT,MUSSELSHELL,-108.397,  46.496,2.03457
30,067,MT,PARK,-110.521,  45.514,1.71988
30,069,MT,PETROLEUM,-108.250,  47.117,2.15612
30,071,MT,PHILLIPS,-107.913,  48.260,1.92124
30,073,MT,PONDERA,-112.225,  48.228,1.56972
30,075,MT,POWDERRIVER,-105.629,  45.395,1.984
30,077,MT,POWELL,-112.934,  46.856,2.07346
30,079,MT,PRAIRIE,-105.378,  46.861,1.99688
30,081,MT,RAVALLI,-114.121,  46.080,1.78749
30,083,MT,RICHLAND,-104.562,  47.788,2.04774
30,085,MT,ROOSEVELT,-105.016,  48.294,1.80207
30,087,MT,ROSEBUD,-106.730,  46.230,2.14829
30,089,MT,SANDERS,-115.131,  47.674,2.14001
30,091,MT,SHERIDAN,-104.504,  48.721,1.78493
30,093,MT,SILVERBOW,-112.656,  45.903,2.50843
30,095,MT,STILLWATER,-109.394,  45.670,1.73893
30,097,MT,SWEETGRASS,-109.941,  45.814,1.62948
30,099,MT,TETON,-112.241,  47.838,1.59481
30,101,MT,TOOLE,-111.695,  48.655,1.99772
30,103,MT,TREASURE,-107.271,  46.212,2.13425
30,105,MT,VALLEY,-106.666,  48.365,1.8786
30,107,MT,WHEATLAND,-109.843,  46.466,1.5977
30,109,MT,WIBAUX,-104.249,  46.966,2.07266
30,111,MT,YELLOWSTONE,-108.274,  45.937,2.05174
30,113,MT,YELLOWSTONENATIONA,-110.777,  44.933,0
31,001,NE,ADAMS, -98.501,  40.524,2.25102
31,003,NE,ANTELOPE, -98.066,  42.177,1.44154
31,005,NE,ARTHUR,-101.695,  41.569,1.11126
31,007,NE,BANNER,-103.710,  41.546,2.65594
31,009,NE,BLAINE, -99.976,  41.913,1.13569
31,011,NE,BOONE, -98.067,  41.707,2.11868
31,013,NE,BOXBUTTE,-103.086,  42.219,1.94959
31,015,NE,BOYD, -98.766,  42.900,1.48425
31,017,NE,BROWN, -99.929,  42.430,1.02353
31,019,NE,BUFFALO, -99.075,  40.855,2.21772
31,021,NE,BURT, -96.329,  41.852,2.12906
31,023,NE,BUTLER, -97.130,  41.224,2.21674
31,025,NE,CASS, -96.142,  40.909,2.00494
31,027,NE,CEDAR, -97.252,  42.599,1.85912
31,029,NE,CHASE,-101.697,  40.524,1.76349
31,031,NE,CHERRY,-101.118,  42.545,1.06247
31,033,NE,CHEYENNE,-102.994,  41.220,2.64951
31,035,NE,CLAY, -98.051,  40.524,2.17826
31,037,NE,COLFAX, -97.086,  41.573,2.0256
31,039,NE,CUMING, -96.787,  41.916,2.00179
31,041,NE,CUSTER, -99.726,  41.394,2.19994
31,043,NE,DAKOTA, -96.564,  42.391,2.02986
31,045,NE,DAWES,-103.135,  42.720,2.61417
31,047,NE,DAWSON, -99.819,  40.870,2.31123
31,049,NE,DEUEL,-102.333,  41.112,2.30999
31,051,NE,DIXON, -96.868,  42.493,1.95355
31,053,NE,DODGE, -96.654,  41.578,2.16153
31,055,NE,DOUGLAS, -96.155,  41.295,2.05201
31,057,NE,DUNDY,-101.688,  40.176,1.73761
31,059,NE,FILLMORE, -97.596,  40.525,2.15794
31,061,NE,FRANKLIN, -98.952,  40.176,2.1328
31,063,NE,FRONTIER,-100.394,  40.530,2.20885
31,065,NE,FURNAS, -99.912,  40.176,2.23495
31,067,NE,GAGE, -96.689,  40.262,2.07232
31,069,NE,GARDEN,-102.335,  41.619,1.28583
31,071,NE,GARFIELD, -98.991,  41.914,1.26139
31,073,NE,GOSPER, -99.830,  40.515,2.32376
31,075,NE,GRANT,-101.740,  41.915,1.01865
31,077,NE,GREELEY, -98.521,  41.567,1.99576
31,079,NE,HALL, -98.502,  40.872,1.99348
31,081,NE,HAMILTON, -98.023,  40.873,2.20031
31,083,NE,HARLAN, -99.404,  40.176,2.23914
31,085,NE,HAYES,-101.061,  40.525,2.15578
31,087,NE,HITCHCOCK,-101.042,  40.176,2.27097
31,089,NE,HOLT, -98.784,  42.456,1.01447
31,091,NE,HOOKER,-101.135,  41.916,1.06815
31,093,NE,HOWARD, -98.517,  41.220,2.14528
31,095,NE,JEFFERSON, -97.142,  40.176,2.0993
31,097,NE,JOHNSON, -96.265,  40.393,2.0006
31,099,NE,KEARNEY, -98.948,  40.507,2.06971
31,101,NE,KEITH,-101.661,  41.199,2.08845
31,103,NE,KEYAPAHA, -99.711,  42.879,1.26478
31,105,NE,KIMBALL,-103.714,  41.198,2.50213
31,107,NE,KNOX, -97.891,  42.637,1.72736
31,109,NE,LANCASTER, -96.687,  40.784,1.81756
31,111,NE,LINCOLN,-100.745,  41.048,1.82514
31,113,NE,LOGAN,-100.482,  41.566,1.25973
31,115,NE,LOUP, -99.454,  41.914,1.25639
31,117,NE,MCPHERSON,-101.060,  41.568,1.08015
31,119,NE,MADISON, -97.601,  41.917,1.87465
31,121,NE,MERRICK, -98.038,  41.170,1.89514
31,123,NE,MORRILL,-103.010,  41.716,1.86636
31,125,NE,NANCE, -97.992,  41.397,2.1105
31,127,NE,NEMAHA, -95.850,  40.388,2.16311
31,129,NE,NUCKOLLS, -98.047,  40.176,2.19769
31,131,NE,OTOE, -96.130,  40.648,1.97968
31,133,NE,PAWNEE, -96.237,  40.131,1.80033
31,135,NE,PERKINS,-101.649,  40.851,2.1687
31,137,NE,PHELPS, -99.414,  40.511,2.13611
31,139,NE,PIERCE, -97.601,  42.264,1.6843
31,141,NE,PLATTE, -97.519,  41.570,2.05316
31,143,NE,POLK, -97.568,  41.187,2.15165
31,145,NE,REDWILLOW,-100.476,  40.176,2.09271
31,147,NE,RICHARDSON, -95.717,  40.125,2.17312
31,149,NE,ROCK, -99.450,  42.421,0.919848
31,151,NE,SALINE, -97.141,  40.524,2.09282
31,153,NE,SARPY, -96.112,  41.113,1.9728
31,155,NE,SAUNDERS, -96.637,  41.226,2.14271
31,157,NE,SCOTTSBLUFF,-103.707,  41.851,2.37629
31,159,NE,SEWARD, -97.139,  40.872,1.97108
31,161,NE,SHERIDAN,-102.408,  42.504,1.47233
31,163,NE,SHERMAN, -98.976,  41.221,2.4429
31,165,NE,SIOUX,-103.759,  42.488,2.58793
31,167,NE,STANTON, -97.194,  41.917,1.94097
31,169,NE,THAYER, -97.594,  40.176,2.15106
31,171,NE,THOMAS,-100.555,  41.914,1.05549
31,173,NE,THURSTON, -96.543,  42.158,2.05205
31,175,NE,VALLEY, -98.981,  41.567,2.2581
31,177,NE,WASHINGTON, -96.227,  41.532,2.29646
31,179,NE,WAYNE, -97.119,  42.209,2.00513
31,181,NE,WEBSTER, -98.500,  40.176,2.22132
31,183,NE,WHEELER, -98.528,  41.915,1.17627
31,185,NE,YORK, -97.597,  40.873,2.08426
32,001,NV,CHURCHILL,-118.335,  39.581,2.85236
32,003,NV,CLARK,-115.017,  36.214,2.24621
32,005,NV,DOUGLAS,-119.616,  38.912,2.48369
32,007,NV,ELKO,-115.357,  41.146,2.39774
32,009,NV,ESMERALDA,-117.631,  37.785,3.35566
32,011,NV,EUREKA,-116.268,  39.985,2.57483
32,013,NV,HUMBOLDT,-118.111,  41.407,2.2245
32,015,NV,LANDER,-117.037,  39.934,3.03217
32,017,NV,LINCOLN,-114.877,  37.643,2.90653
32,019,NV,LYON,-119.188,  39.018,2.66863
32,021,NV,MINERAL,-118.434,  38.539,2.89558
32,023,NV,NYE,-116.472,  38.047,3.15998
32,027,NV,PERSHING,-118.403,  40.440,2.27649
32,029,NV,STOREY,-119.528,  39.447,2.14178
32,031,NV,WASHOE,-119.663,  40.664,1.69755
32,033,NV,WHITEPINE,-114.901,  39.442,2.59174
32,510,NV,XCARSONCITY,-119.746,  39.151,3.09536
33,001,NH,BELKNAP, -71.425,  43.519,2.41738
33,003,NH,CARROLL, -71.204,  43.874,3.19874
33,005,NH,CHESHIRE, -72.252,  42.919,2.02854
33,007,NH,COOS, -71.306,  44.691,1.7299
33,009,NH,GRAFTON, -71.821,  43.941,2.44206
33,011,NH,HILLSBOROUGH, -71.716,  42.915,2.51373
33,013,NH,MERRIMACK, -71.681,  43.297,2.39189
33,015,NH,ROCKINGHAM, -71.094,  42.985,2.48738
33,017,NH,STRAFFORD, -71.029,  43.296,3.02936
33,019,NH,SULLIVAN, -72.223,  43.361,2.15069
34,001,NJ,ATLANTIC, -74.635,  39.468,0.723289
34,003,NJ,BERGEN, -74.075,  40.960,2.14281
34,005,NJ,BURLINGTON, -74.668,  39.877,1.27026
34,007,NJ,CAMDEN, -74.960,  39.804,0.982676
34,009,NJ,CAPEMAY, -74.852,  39.087,0.651506
34,011,NJ,CUMBERLAND, -75.129,  39.328,0.90421
34,013,NJ,ESSEX, -74.247,  40.787,2.16888
34,015,NJ,GLOUCESTER, -75.142,  39.717,1.11857
34,017,NJ,HUDSON, -74.076,  40.731,0
34,019,NJ,HUNTERDON, -74.913,  40.567,3.30929
34,021,NJ,MERCER, -74.702,  40.283,2.40193
34,023,NJ,MIDDLESEX, -74.410,  40.440,2.22194
34,025,NJ,MONMOUTH, -74.159,  40.287,1.87582
34,027,NJ,MORRIS, -74.545,  40.862,2.83872
34,029,NJ,OCEAN, -74.254,  39.868,0.907343
34,031,NJ,PASSAIC, -74.300,  41.034,2.36354
34,033,NJ,SALEM, -75.357,  39.577,1.40369
34,035,NJ,SOMERSET, -74.617,  40.564,3.11773
34,037,NJ,SUSSEX, -74.690,  41.139,2.69
34,039,NJ,UNION, -74.309,  40.660,2.26406
34,041,NJ,WARREN, -74.998,  40.857,3.40496
35,001,NM,BERNALILLO,-106.670,  35.051,2.06597
35,003,NM,CATRON,-108.404,  33.915,1.96104
35,005,NM,CHAVES,-104.466,  33.363,1.66511
35,006,NM,CIBOLA,-107.999,  34.913,0
35,007,NM,COLFAX,-104.646,  36.606,2.57375
35,009,NM,CURRY,-103.346,  34.574,1.68689
35,011,NM,DEBACA,-104.411,  34.342,1.45454
35,013,NM,DONAANA,-106.832,  32.352,2.07372
35,015,NM,EDDY,-104.304,  32.471,1.70007
35,017,NM,GRANT,-108.382,  32.739,1.95531
35,019,NM,GUADALUPE,-104.790,  34.863,1.56513
35,021,NM,HARDING,-103.819,  35.858,1.95092
35,023,NM,HIDALGO,-108.714,  31.914,2.27703
35,025,NM,LEA,-103.412,  32.792,1.25473
35,027,NM,LINCOLN,-105.459,  33.745,1.88639
35,028,NM,LOSALAMOS,-106.307,  35.870,2.99693
35,029,NM,LUNA,-107.749,  32.182,2.25257
35,031,NM,MCKINLEY,-108.261,  35.581,2.34183
35,033,NM,MORA,-104.945,  36.010,2.21503
35,035,NM,OTERO,-105.741,  32.613,1.96663
35,037,NM,QUAY,-103.549,  35.104,1.83082
35,039,NM,RIOARRIBA,-106.693,  36.510,2.1832
35,041,NM,ROOSEVELT,-103.480,  34.021,1.31947
35,043,NM,SANDOVAL,-106.866,  35.689,2.46291
35,043,NM,SANDOVAL,-106.257,  35.851,2.46291
35,045,NM,SANJUAN,-108.320,  36.508,2.24587
35,047,NM,SANMIGUEL,-104.816,  35.480,1.96805
35,049,NM,SANTAFE,-105.976,  35.507,2.3925
35,051,NM,SIERRA,-107.192,  33.130,2.3138
35,053,NM,SOCORRO,-106.930,  34.007,2.20152
35,055,NM,TAOS,-105.630,  36.579,2.77226
35,057,NM,TORRANCE,-105.850,  34.641,1.66387
35,059,NM,UNION,-103.470,  36.482,2.02809
35,061,NM,VALENCIA,-106.808,  34.715,2.00189
36,001,NY,ALBANY, -73.974,  42.600,2.18174
36,003,NY,ALLEGANY, -78.028,  42.257,1.83931
36,005,NY,BRONX, -73.853,  40.849,0
36,007,NY,BROOME, -75.819,  42.160,2.56883
36,009,NY,CATTARAUGUS, -78.679,  42.249,1.70928
36,011,NY,CAYUGA, -76.562,  42.947,1.32426
36,013,NY,CHAUTAUQUA, -79.406,  42.303,1.87422
36,015,NY,CHEMUNG, -76.760,  42.141,2.35039
36,017,NY,CHENANGO, -75.612,  42.493,2.20914
36,019,NY,CLINTON, -73.678,  44.746,0.931623
36,021,NY,COLUMBIA, -73.632,  42.250,2.14272
36,023,NY,CORTLAND, -76.071,  42.595,1.89444
36,025,NY,DELAWARE, -74.966,  42.199,2.15444
36,027,NY,DUTCHESS, -73.743,  41.765,2.32878
36,029,NY,ERIE, -78.779,  42.758,1.89237
36,031,NY,ESSEX, -73.773,  44.117,0.777935
36,033,NY,FRANKLIN, -74.304,  44.593,0.857358
36,035,NY,FULTON, -74.422,  43.114,1.43057
36,037,NY,GENESEE, -78.194,  43.001,1.47474
36,039,NY,GREENE, -74.123,  42.276,2.17621
36,041,NY,HAMILTON, -74.498,  43.661,1.09377
36,043,NY,HERKIMER, -74.963,  43.420,1.70025
36,045,NY,JEFFERSON, -76.051,  43.998,1.4305
36,047,NY,KINGS, -73.951,  40.634,0
36,049,NY,LEWIS, -75.449,  43.785,1.61014
36,051,NY,LIVINGSTON, -77.776,  42.728,1.48186
36,053,NY,MADISON, -75.670,  42.913,2.00935
36,055,NY,MONROE, -77.681,  43.309,1.12286
36,057,NY,MONTGOMERY, -74.440,  42.902,2.30833
36,059,NY,NASSAU, -73.586,  40.734,0
36,061,NY,NEWYORK, -73.970,  40.774,0
36,063,NY,NIAGARA, -78.757,  43.330,1.60326
36,065,NY,ONEIDA, -75.436,  43.242,1.80289
36,067,NY,ONONDAGA, -76.195,  43.005,1.38701
36,069,NY,ONTARIO, -77.300,  42.853,1.30964
36,071,NY,ORANGE, -74.306,  41.402,2.29153
36,073,NY,ORLEANS, -78.231,  43.382,1.42713
36,075,NY,OSWEGO, -76.209,  43.464,0.9826
36,077,NY,OTSEGO, -75.033,  42.634,2.31432
36,079,NY,PUTNAM, -73.750,  41.427,2.43399
36,081,NY,QUEENS, -73.839,  40.656,0
36,083,NY,RENSSELAER, -73.510,  42.711,2.11607
36,085,NY,RICHMOND, -74.139,  40.562,1.41378
36,087,NY,ROCKLAND, -74.024,  41.153,2.37783
36,089,NY,STLAWRENCE, -75.069,  44.496,1.39809
36,091,NY,SARATOGA, -73.864,  43.107,1.50924
36,093,NY,SCHENECTADY, -74.058,  42.818,2.17956
36,095,NY,SCHOHARIE, -74.443,  42.588,2.30353
36,097,NY,SCHUYLER, -76.876,  42.395,1.91838
36,099,NY,SENECA, -76.824,  42.780,1.37068
36,101,NY,STEUBEN, -77.384,  42.268,2.14953
36,103,NY,SUFFOLK, -72.688,  40.940,0
36,105,NY,SULLIVAN, -74.769,  41.717,1.94602
36,107,NY,TIOGA, -76.307,  42.170,2.33973
36,109,NY,TOMPKINS, -76.474,  42.452,1.73133
36,111,NY,ULSTER, -74.259,  41.888,1.96018
36,113,NY,WARREN, -73.846,  43.561,1.37668
36,115,NY,WASHINGTON, -73.431,  43.312,1.85205
36,117,NY,WAYNE, -77.048,  43.327,0.945246
36,119,NY,WESTCHESTER, -73.754,  41.151,1.96774
36,121,NY,WYOMING, -78.225,  42.702,1.75809
36,123,NY,YATES, -77.108,  42.635,1.55858
37,001,NC,ALAMANCE, -79.400,  36.044,1.16491
37,003,NC,ALEXANDER, -81.178,  35.921,2.81172
37,005,NC,ALLEGHANY, -81.128,  36.491,2.00715
37,007,NC,ANSON, -80.103,  34.974,1.80834
37,009,NC,ASHE, -81.501,  36.435,1.50096
37,011,NC,AVERY, -81.923,  36.076,1.98565
37,013,NC,BEAUFORT, -76.846,  35.485,1.07957
37,015,NC,BERTIE, -76.967,  36.063,1.54837
37,017,NC,BLADEN, -78.564,  34.614,0.996228
37,019,NC,BRUNSWICK, -78.226,  34.032,0.641192
37,021,NC,BUNCOMBE, -82.531,  35.611,2.40757
37,023,NC,BURKE, -81.705,  35.749,2.30047
37,025,NC,CABARRUS, -80.552,  35.387,1.53195
37,027,NC,CALDWELL, -81.547,  35.953,2.37741
37,029,NC,CAMDEN, -76.165,  36.345,0.884164
37,031,NC,CARTERET, -76.541,  34.864,0.56859
37,033,NC,CASWELL, -79.334,  36.393,1.44062
37,035,NC,CATAWBA, -81.214,  35.662,2.29094
37,037,NC,CHATHAM, -79.256,  35.703,1.17788
37,039,NC,CHEROKEE, -84.063,  35.133,2.31032
37,041,NC,CHOWAN, -76.602,  36.128,1.10222
37,043,NC,CLAY, -83.750,  35.057,2.33283
37,045,NC,CLEVELAND, -81.556,  35.334,2.86432
37,047,NC,COLUMBUS, -78.654,  34.265,1.05964
37,049,NC,CRAVEN, -77.082,  35.122,1.12448
37,051,NC,CUMBERLAND, -78.828,  35.048,1.39865
37,053,NC,CURRITUCK, -75.938,  36.369,0.796653
37,055,NC,DARE, -75.688,  35.664,0.209574
37,057,NC,DAVIDSON, -80.212,  35.793,1.74374
37,059,NC,DAVIE, -80.544,  35.928,2.1155
37,061,NC,DUPLIN, -77.934,  34.936,1.01642
37,063,NC,DURHAM, -78.876,  36.036,1.53026
37,065,NC,EDGECOMBE, -77.597,  35.913,1.7173
37,067,NC,FORSYTH, -80.256,  36.131,2.50024
37,069,NC,FRANKLIN, -78.286,  36.083,2.34533
37,071,NC,GASTON, -81.181,  35.294,2.11668
37,073,NC,GATES, -76.701,  36.445,1.41418
37,075,NC,GRAHAM, -83.834,  35.350,1.98405
37,077,NC,GRANVILLE, -78.653,  36.304,1.48428
37,079,NC,GREENE, -77.676,  35.485,1.42312
37,081,NC,GUILFORD, -79.789,  36.079,1.34022
37,083,NC,HALIFAX, -77.654,  36.257,2.05455
37,085,NC,HARNETT, -78.869,  35.369,1.67099
37,087,NC,HAYWOOD, -82.984,  35.556,1.9196
37,089,NC,HENDERSON, -82.480,  35.336,3.04023
37,091,NC,HERTFORD, -76.983,  36.359,1.79856
37,093,NC,HOKE, -79.238,  35.017,1.81161
